date,code,open,high,low,close,preclose,volume,amount,pctChg,turn,peTTM,pbMRQ
2026-01-05,sz.159105,0.905,0.955,0.905,0.955,0.899,35740963,33419735.259,6.2291,33.631278,,
2026-01-06,sz.159105,0.956,0.963,0.947,0.962,0.955,33523809,32065572.332,0.733,31.544996,,
2026-01-07,sz.159105,0.963,0.995,0.963,0.994,0.962,38776674,38212812.546,3.3264,36.4878,,
2026-01-08,sz.159105,1.001,1.015,0.998,1.0,0.994,40999257,41251810.027,0.6036,38.945659,,
2026-01-09,sz.159105,1.0,1.015,0.988,1.015,1.0,36584371,36704147.03,1.5,34.751908,,
2026-01-12,sz.159105,1.019,1.03,1.004,1.016,1.015,45708173,46341774.187,0.0985,43.418711,,
2026-01-13,sz.159105,1.022,1.056,1.022,1.028,1.016,48278086,50385468.34,1.1811,48.631646,,
2026-01-14,sz.159105,1.046,1.062,1.032,1.047,1.028,94173313,98848320.047,1.8482,94.862982,,
2026-01-15,sz.159105,1.048,1.059,1.032,1.035,1.047,42829746,44712950.612,-1.1461,43.143405,,
2026-01-16,sz.159105,1.033,1.041,1.021,1.027,1.035,33658524,34685933.189,-0.7729,34.250027,,
2026-01-19,sz.159105,1.027,1.027,0.993,0.998,1.027,39197934,39359591.722,-2.8238,40.715404,,
2026-01-20,sz.159105,0.999,1.003,0.982,0.989,0.998,40149100,39803934.2,-0.9018,41.703392,,
2026-01-21,sz.159105,0.989,1.002,0.984,0.992,0.989,42848800,42593724.6,0.3033,44.507606,,
2026-01-22,sz.159105,1.003,1.01,0.985,0.986,0.992,46700800,46297159.9,-0.6048,49.017883,,
2026-01-23,sz.159105,0.996,1.009,0.993,1.003,0.986,64276516,64378434.985,1.7241,68.181268,,
2026-01-26,sz.159105,1.0,1.0,0.977,0.983,1.003,48532700,47690104.6,-1.994,51.481027,,
2026-01-27,sz.159105,0.985,0.99,0.971,0.984,0.983,29166700,28579088.9,0.1017,31.270255,,
2026-01-28,sz.159105,0.985,0.997,0.984,0.994,0.984,50855509,50412808.843,1.0163,54.5233,,
2026-01-29,sz.159105,0.996,1.001,0.986,0.987,0.994,44266201,44046853.989,-0.7042,47.458759,,
2026-01-30,sz.159105,0.986,0.993,0.964,0.964,0.987,43823205,42764793.065,-2.3303,46.983814,,
2026-02-02,sz.159105,0.964,0.964,0.927,0.927,0.964,44202903,41682659.118,-3.8382,47.390896,,
2026-02-03,sz.159105,0.935,0.95,0.924,0.947,0.927,62276200,58369609.6,2.1575,66.767672,,
2026-02-04,sz.159105,0.947,0.958,0.928,0.956,0.947,50845794,47709294.475,0.9504,54.512884,,
2026-02-05,sz.159105,0.946,0.96,0.938,0.95,0.956,45506600,43042546.0,-0.6276,48.788618,,
2026-02-06,sz.159105,0.95,0.964,0.934,0.959,0.95,52597800,50032728.8,0.9474,56.391248,,
2026-02-09,sz.159105,0.977,0.981,0.964,0.972,0.959,58730400,57072953.0,1.3556,62.966142,,
2026-02-10,sz.159105,0.972,1.011,0.972,0.999,0.972,110545700,110006732.0,2.7778,114.825256,,
2026-02-11,sz.159105,1.007,1.01,0.999,1.002,0.999,70697714,70969961.636,0.3003,71.215462,,
2026-02-12,sz.159105,1.003,1.012,0.985,0.988,1.002,78406100,78113556.4,-1.3972,80.604189,,
2026-02-13,sz.159105,0.986,0.987,0.976,0.981,0.988,47000800,46079071.0,-0.7085,48.318452,,
2026-02-24,sz.159105,1.0,1.001,0.965,0.968,0.981,56340801,55063004.469,-1.3252,57.920297,,
2026-02-25,sz.159105,0.969,0.981,0.968,0.97,0.968,47094801,45865999.372,0.2066,48.415088,,
2026-02-26,sz.159105,0.968,0.972,0.936,0.936,0.97,54233119,51945991.464,-3.5052,55.753527,,
2026-02-27,sz.159105,0.935,0.946,0.927,0.938,0.936,88249717,82844473.951,0.2137,96.687665,,
2026-03-02,sz.159105,0.932,0.932,0.902,0.913,0.938,84640015,77364498.189,-2.6652,92.732823,,
2026-03-03,sz.159105,0.91,0.915,0.876,0.878,0.913,101882006,91360812.651,-3.8335,111.623398,,
2026-03-04,sz.159105,0.876,0.881,0.849,0.855,0.878,182341600,157953973.0,-2.6196,193.418721,,
2026-03-05,sz.159105,0.874,0.893,0.866,0.87,0.855,123523000,108477900.5,1.7544,128.304946,,
2026-03-06,sz.159105,0.872,0.908,0.867,0.904,0.87,145176701,130024479.903,3.908,150.796927,,
2026-03-09,sz.159105,0.882,0.89,0.861,0.881,0.904,166341000,145147873.1,-2.5442,162.644125,,
2026-03-10,sz.159105,0.896,0.92,0.896,0.916,0.881,154213801,140733168.311,3.9728,131.499853,,
