file_name,code,start_date,end_date,initial_cash,final_equity,total_return_pct,trade_count,win_rate_pct,avg_pnl,avg_return_pct,max_drawdown_pct
sh.600066.csv,sh.600066,2020-01-02,2026-03-16,100000.0,124333.11,24.33,89,39.33,251.02,0.43,-59.99
sh.603861.csv,sh.603861,2020-01-02,2026-03-16,100000.0,124198.85,24.2,83,43.37,291.55,0.53,-59.69
sh.688330.csv,sh.688330,2020-10-15,2026-03-16,100000.0,124100.63,24.1,66,33.33,475.51,0.79,-52.65
sz.002428.csv,sz.002428,2020-01-02,2026-03-16,100000.0,124060.78,24.06,81,40.74,325.85,0.84,-74.39
sh.600360.csv,sh.600360,2020-01-02,2026-03-16,100000.0,124051.07,24.05,82,40.24,303.42,0.67,-56.01
sz.159326.csv,sz.159326,2026-01-05,2026-03-10,100000.0,123838.04,23.84,0,0.0,0.0,0.0,-4.18
sh.605566.csv,sh.605566,2021-10-25,2026-03-16,100000.0,123807.08,23.81,57,43.86,417.67,0.6,-34.25
sh.601009.csv,sh.601009,2020-01-02,2026-03-16,100000.0,123704.04,23.7,84,39.29,282.19,0.37,-21.79
sz.300059.csv,sz.300059,2020-01-02,2026-03-16,100000.0,123546.2,23.55,88,34.09,267.57,0.89,-59.53
sz.301203.csv,sz.301203,2023-04-04,2026-03-16,100000.0,123513.17,23.51,40,37.5,587.83,0.86,-54.42
sh.603659.csv,sh.603659,2020-01-02,2026-03-16,100000.0,123395.94,23.4,69,34.78,200.23,0.89,-66.08
sz.000029.csv,sz.000029,2020-01-02,2026-03-16,100000.0,123401.98,23.4,67,31.34,349.28,0.79,-40.25
sz.301501.csv,sz.301501,2025-03-19,2026-03-16,100000.0,123391.29,23.39,12,16.67,1854.16,2.96,-38.33
sz.300451.csv,sz.300451,2021-02-18,2026-03-16,100000.0,123360.5,23.36,66,42.42,339.71,0.62,-47.16
sh.601988.csv,sh.601988,2020-01-02,2026-03-16,100000.0,123356.33,23.36,90,37.78,259.52,0.29,-17.07
sh.603843.csv,sh.603843,2020-01-02,2026-03-16,100000.0,123320.85,23.32,76,42.11,307.34,1.48,-63.91
sh.601886.csv,sh.601886,2020-01-02,2026-03-16,100000.0,123319.61,23.32,78,35.9,324.76,0.65,-50.59
sh.603518.csv,sh.603518,2020-01-02,2026-03-16,100000.0,123305.87,23.31,84,29.76,277.45,2.04,-69.87
sh.600388.csv,sh.600388,2020-01-02,2026-03-16,100000.0,123297.28,23.3,79,35.44,294.9,0.52,-49.65
sh.688366.csv,sh.688366,2020-01-02,2026-03-16,100000.0,123280.21,23.28,81,39.51,287.41,0.72,-67.22
sh.603920.csv,sh.603920,2020-01-02,2026-03-16,100000.0,123200.09,23.2,79,40.51,293.67,0.9,-43.43
sz.301678.csv,sz.301678,2025-06-20,2026-03-16,100000.0,123097.3,23.1,10,30.0,2309.73,3.59,-36.43
sh.603081.csv,sh.603081,2020-01-02,2026-03-16,100000.0,123020.28,23.02,83,43.37,277.35,0.5,-38.67
sz.300703.csv,sz.300703,2021-02-18,2026-03-16,100000.0,122937.01,22.94,64,39.06,358.39,0.66,-48.59
sh.601778.csv,sh.601778,2020-05-19,2026-03-16,100000.0,122911.69,22.91,75,33.33,77.91,0.39,-62.89
sz.002226.csv,sz.002226,2020-01-02,2026-03-16,100000.0,122893.72,22.89,89,37.08,266.55,0.37,-39.18
sz.300964.csv,sz.300964,2021-08-05,2026-03-16,100000.0,122861.23,22.86,59,40.68,252.63,0.82,-54.74
