trade_date,code,plan_source_trace,prev_shares,planned_action,planned_side,planned_shares,planned_end_shares,actual_buy_qty,actual_sell_qty,actual_net_shares,actual_end_shares,position_diff_shares,reference_price,planned_end_market_value,actual_end_market_value,position_value_diff,planned_position_pct,actual_position_pct,position_deviation_flag
2026-03-20,sh.600289,daily_execution_plan.csv -> daily_open_execution_decision.csv -> daily_intraday_recheck_decision.csv,100,KEEP_WATCH_NO_PRICE,hold,0,100,0.0,0.0,0.0,100.0,0.0,8.37,836.9999999999999,836.9999999999999,0.0,0.0008,,0
2026-03-20,sz.002650,daily_execution_plan.csv -> daily_open_execution_decision.csv -> daily_intraday_recheck_decision.csv,100,KEEP_WATCH_NO_PRICE,hold,0,100,0.0,0.0,0.0,100.0,0.0,6.67,667.0,667.0,0.0,0.0007,,0
2026-03-20,sh.601216,daily_execution_plan.csv -> daily_open_execution_decision.csv -> daily_intraday_recheck_decision.csv,100,KEEP_WATCH_NO_PRICE,hold,0,100,0.0,0.0,0.0,100.0,0.0,6.29,629.0,629.0,0.0,0.0006,,0
2026-03-20,sz.300506,daily_execution_plan.csv -> daily_open_execution_decision.csv -> daily_intraday_recheck_decision.csv,100,KEEP_WATCH_NO_PRICE,hold,0,100,0.0,0.0,0.0,100.0,0.0,5.29,529.0,529.0,0.0,0.0005,,0
2026-03-20,sh.603007,daily_execution_plan.csv -> daily_open_execution_decision.csv -> daily_intraday_recheck_decision.csv,100,KEEP_WATCH_NO_PRICE,hold,0,100,0.0,0.0,0.0,100.0,0.0,6.9,690.0,690.0,0.0,0.0007,,0
