execution_rank,code,filled_shares,avg_fill_price,close_price,prev_close,open_price,high_price,low_price,stop_loss,target_price,market_change_pct,unrealized_pnl_amt,unrealized_pnl_pct,stop_loss_gap_pct,target_gap_pct,position_status,next_day_action,action,score,heat_level,snapshot_mode,snapshot_quality,source_position_type,source_file,trade_date,review_time
9999,sh.600289,100,8.37,8.37,7.97,7.91,8.37,7.86,7.95,9.21,5.01882057716436,0.0,0.0,5.2830188679245165,9.120521172638453,正常持有,正常跟踪,正常跟踪,79.0,正常,PAUSED_FALLBACK,REPLAY_PROXY,PLAN_FALLBACK,daily_portfolio_plan_risk_checked.csv,2026-03-20,2026-03-20 22:51:43
9999,sh.601216,100,6.29,6.29,6.4,6.44,6.54,6.25,5.98,6.92,-1.7187500000000049,0.0,0.0,5.183946488294308,9.104046242774565,正常持有,正常跟踪,正常跟踪,68.0,正常,PAUSED_FALLBACK,REPLAY_PROXY,PLAN_FALLBACK,daily_portfolio_plan_risk_checked.csv,2026-03-20,2026-03-20 22:51:43
9999,sh.603007,100,6.9,6.9,7.26,7.25,7.43,6.9,6.55,7.59,-4.958677685950406,0.0,0.0,5.343511450381688,9.090909090909085,正常持有,正常跟踪,正常跟踪,37.0,正常,PAUSED_FALLBACK,REPLAY_PROXY,PLAN_FALLBACK,daily_portfolio_plan_risk_checked.csv,2026-03-20,2026-03-20 22:51:43
9999,sz.002650,100,6.67,6.67,6.48,6.47,6.69,6.44,6.34,7.34,2.932098765432091,0.0,0.0,5.205047318611989,9.128065395095367,正常持有,正常跟踪,正常跟踪,74.0,正常,PAUSED_FALLBACK,REPLAY_PROXY,PLAN_FALLBACK,daily_portfolio_plan_risk_checked.csv,2026-03-20,2026-03-20 22:51:43
9999,sz.300506,100,5.29,5.29,5.11,5.1,5.31,5.09,5.03,5.82,3.5225048923679,0.0,0.0,5.168986083499001,9.106529209621996,正常持有,正常跟踪,正常跟踪,59.0,正常,PAUSED_FALLBACK,REPLAY_PROXY,PLAN_FALLBACK,daily_portfolio_plan_risk_checked.csv,2026-03-20,2026-03-20 22:51:43
