file_name,code,start_date,end_date,short_ma,long_ma,initial_cash,final_equity,total_return_pct,trade_count,win_rate_pct,avg_pnl,avg_return_pct,max_drawdown_pct,robust_pass
sz.159150.csv,sz.159150,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159151.csv,sz.159151,2026-01-14,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159152.csv,sz.159152,2026-02-03,2026-03-10,5,10,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159200.csv,sz.159200,2026-01-05,2026-03-10,5,10,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159202.csv,sz.159202,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159203.csv,sz.159203,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159205.csv,sz.159205,2026-01-05,2026-03-10,10,30,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159206.csv,sz.159206,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159210.csv,sz.159210,2026-01-05,2026-03-10,20,60,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159212.csv,sz.159212,2026-01-05,2026-03-10,10,30,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159213.csv,sz.159213,2026-01-05,2026-03-10,10,30,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159215.csv,sz.159215,2026-01-05,2026-03-10,20,60,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159217.csv,sz.159217,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159218.csv,sz.159218,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159219.csv,sz.159219,2026-01-05,2026-03-10,10,30,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159220.csv,sz.159220,2026-01-05,2026-03-10,5,10,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159226.csv,sz.159226,2026-01-05,2026-03-10,10,30,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159237.csv,sz.159237,2026-01-05,2026-03-10,20,60,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159238.csv,sz.159238,2026-01-05,2026-03-10,20,60,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159239.csv,sz.159239,2026-01-05,2026-03-10,10,30,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159240.csv,sz.159240,2026-01-05,2026-03-10,20,60,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159242.csv,sz.159242,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159243.csv,sz.159243,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159246.csv,sz.159246,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159247.csv,sz.159247,2026-02-02,2026-03-10,5,10,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159248.csv,sz.159248,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159249.csv,sz.159249,2026-01-05,2026-03-10,20,60,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159251.csv,sz.159251,2026-01-05,2026-03-10,10,20,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159253.csv,sz.159253,2026-01-05,2026-03-10,10,30,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
sz.159256.csv,sz.159256,2026-01-05,2026-03-10,10,30,100000.0,100000.0,0.0,0,0.0,0.0,0.0,0.0,False
